leagueid,match_id,radiant_team_id,radiant.name,radiant.tag,radiant_score,dire_team_id,dire.name,dire.tag,dire_score,radiant_win,start_date_time
16059,7969298094,8629005.0,Flawless Goblins,Fg,25,8629014.0,Dragon Blood,DB,44,False,2024-10-02 08:58:46
15898,7969298712,9511706.0,TopTab,TopTab,14,9403748.0,Dragon Esports Club,DEC,39,False,2024-10-02 09:06:48
15901,7969302601,9467580.0,EYE GAMING,EYE,40,9505825.0,Elite Eclipse,,18,True,2024-10-02 09:03:16
16312,7969315917,8893825.0,Lucky Bulldogs,LB,43,8936507.0,FenixTeam,FT,29,True,2024-10-02 09:17:46
15901,7969338809,9505825.0,Elite Eclipse,,23,9467580.0,EYE GAMING,EYE,61,False,2024-10-02 09:43:24
16059,7969338862,8629014.0,Dragon Blood,DB,46,8629005.0,Flawless Goblins,Fg,27,True,2024-10-02 09:44:33
16312,7969347665,8936507.0,FenixTeam,FT,13,8893825.0,Lucky Bulldogs,LB,29,False,2024-10-02 09:53:33
15898,7969355490,9403748.0,Dragon Esports Club,DEC,24,9511706.0,TopTab,TopTab,4,True,2024-10-02 10:02:32
16059,7969390429,8629324.0,Swift Knights,Sk,25,2443375.0,Foxy gaming,Foxy,9,True,2024-10-02 10:40:27
16312,7969396889,9330485.0,BulletProofs,BP,27,9332069.0,Mister Maniacs,MM,18,True,2024-10-02 10:46:41
16059,7969422040,2443375.0,Foxy gaming,Foxy,25,8629324.0,Swift Knights,Sk,42,False,2024-10-02 11:13:00
15901,7969430229,9440022.0,Elite Eclipse,EE,36,9395797.0,Prodigy of God ,POG,21,True,2024-10-02 11:19:53
16312,7969440158,9332069.0,Mister Maniacs,MM,9,9330485.0,BulletProofs,BP,30,False,2024-10-02 11:28:32
15898,7969469422,9449748.0,DMS,DMS,30,8838314.0,Matreshka,MT,36,False,2024-10-02 11:59:35
16059,7969474311,8629318.0,Mad Monkeys,Mm,26,9426115.0,Dark Rebellion,DR,29,False,2024-10-02 12:00:00
15901,7969476255,9395797.0,Prodigy of God ,POG,31,9440022.0,Elite Eclipse,EE,47,False,2024-10-02 12:00:08
16059,7969530000,9426115.0,Dark Rebellion,DR,33,8629318.0,Mad Monkeys,Mm,25,True,2024-10-02 12:43:18
15901,7969552217,8831040.0,Ghost Sheep,GS,25,8799593.0,OTHERS ,others,39,False,2024-10-02 13:08:46
15898,7969580363,8838314.0,Matreshka,MT,39,9449748.0,DMS,DMS,27,True,2024-10-02 13:17:22
16059,7969587050,2443375.0,Foxy gaming,Foxy,31,8629317.0,Bright Crusaders,Bc,11,True,2024-10-02 13:23:31
16059,7969644488,8629317.0,Bright Crusaders,Bc,16,2443375.0,Foxy gaming,Foxy,25,False,2024-10-02 13:59:59
15901,7969659085,8799593.0,OTHERS ,others,17,8831040.0,Ghost Sheep,GS,37,False,2024-10-02 14:09:03
16059,7969699403,9425660.0,Shadow Avengers,SAS,26,8629014.0,Dragon Blood,DB,18,True,2024-10-02 14:35:24
15901,7969737585,8799593.0,OTHERS ,others,37,8831040.0,Ghost Sheep,GS,19,True,2024-10-02 15:02:51
15898,7969741876,9247798.0,Passion UA,PassionUA,39,9256405.0,Level UP esports,LevelUP,27,True,2024-10-02 15:05:21
16059,7969764073,8629014.0,Dragon Blood,DB,25,9425660.0,Shadow Avengers,SAS,19,True,2024-10-02 15:14:30
16059,7969817583,9425660.0,Shadow Avengers,SAS,25,8629014.0,Dragon Blood,DB,11,True,2024-10-02 15:48:03
15901,7969864813,8831040.0,Ghost Sheep,GS,35,9530716.0,Air Defence,AD,9,True,2024-10-02 16:17:33
15898,7969891508,9247798.0,Passion UA,PassionUA,36,9256405.0,Level UP esports,LevelUP,23,True,2024-10-02 16:33:42
15901,7969925646,9530716.0,Air Defence,AD,36,8831040.0,Ghost Sheep,GS,86,False,2024-10-02 16:55:32
15901,7970064386,9225431.0,TEIKO,,11,8993427.0,Air Defense,AD,35,False,2024-10-02 18:26:54
16635,7970119106,8849817.0,ZEUS THUNDER GOD,ZTG,22,8849837.0,FALL VICTIMS,FV,12,True,2024-10-02 19:07:21
15901,7970130689,8993427.0,Air Defense,AD,44,9225431.0,TEIKO,,52,False,2024-10-02 19:15:22
16635,7970167096,8849837.0,FALL VICTIMS,FV,15,8849817.0,ZEUS THUNDER GOD,ZTG,22,False,2024-10-02 19:44:44
16251,7970200069,9238400.0,BeshennayaTamara,Besh,36,9433856.0,xdxdxd,XD,24,True,2024-10-02 20:11:24
16635,7970267493,8957156.0,Silent killer,sK,17,8849833.0,VERTEX PACK,vP,25,False,2024-10-02 21:45:18
16635,7970294525,8970060.0,Moonwalkers,MW,30,8849990.0,REAL ECLIPSE,RE,28,True,2024-10-02 22:25:56
16635,7970322513,8849990.0,REAL ECLIPSE,RE,17,8970060.0,Moonwalkers,MW,28,False,2024-10-02 23:13:50
16635,7970341820,8987220.0,HolyTeam,HT,26,8850016.0,FLYING FORTUNE,Ff,47,False,2024-10-02 23:54:17
16635,7970364089,8850016.0,FLYING FORTUNE,Ff,21,8987220.0,HolyTeam,HT,27,False,2024-10-03 00:39:49
16635,7970382357,8987220.0,HolyTeam,HT,9,8850016.0,FLYING FORTUNE,Ff,31,False,2024-10-03 01:16:44
17233,7970458720,9426115.0,Dark Rebellion,DR,13,2443375.0,Foxy gaming,Foxy,26,False,2024-10-03 03:31:45
17233,7970478642,2443375.0,Foxy gaming,Foxy,31,9426115.0,Dark Rebellion,DR,22,True,2024-10-03 04:05:17
17233,7970488204,9425660.0,Shadow Avengers,SAS,25,8629317.0,Bright Crusaders,Bc,7,True,2024-10-03 04:23:18
16313,7970488549,9332059.0,Ninja Bros,N,36,8936507.0,FenixTeam,FT,34,False,2024-10-03 04:22:08
17233,7970504551,8629315.0,Wiser Warriors,WW,39,8629318.0,Mad Monkeys,Mm,21,True,2024-10-03 04:49:48
17233,7970511326,8629317.0,Bright Crusaders,Bc,38,9425660.0,Shadow Avengers,SAS,24,True,2024-10-03 05:01:46
16313,7970515257,8936507.0,FenixTeam,FT,17,9332059.0,Ninja Bros,N,27,False,2024-10-03 05:06:36
17233,7970530007,8629318.0,Mad Monkeys,Mm,31,8629315.0,Wiser Warriors,WW,39,False,2024-10-03 05:30:19
17233,7970541168,8629317.0,Bright Crusaders,Bc,18,9425660.0,Shadow Avengers,SAS,34,False,2024-10-03 05:49:22
16313,7970544254,9332059.0,Ninja Bros,N,28,8936507.0,FenixTeam,FT,5,True,2024-10-03 05:51:54
15901,7970557099,9367607.0, Prodigy of God,POG,40,9482420.0,EYE Gaming,EYE,45,False,2024-10-03 06:13:54
16313,7970569559,8893825.0,Lucky Bulldogs,LB,28,9330485.0,BulletProofs,BP,22,True,2024-10-03 06:28:39
17233,7970577274,9425656.0,LSG,LSG,30,8629014.0,Dragon Blood,DB,36,False,2024-10-03 06:40:31
17233,7970582926,9425660.0,Shadow Avengers,SAS,25,8629005.0,Flawless Goblins,Fg,12,True,2024-10-03 06:47:12
16313,7970600182,9330485.0,BulletProofs,BP,21,8893825.0,Lucky Bulldogs,LB,44,False,2024-10-03 07:09:58
15901,7970602712,9339581.0,EYE Gaming,EYE Gaming,10,9367607.0, Prodigy of God,POG,35,False,2024-10-03 07:13:14
17233,7970615221,8629014.0,Dragon Blood,DB,36,9425656.0,LSG,LSG,36,True,2024-10-03 07:29:41
17233,7970619470,8629005.0,Flawless Goblins,Fg,35,9425660.0,Shadow Avengers,SAS,19,True,2024-10-03 07:35:02
16313,7970635478,9332069.0,Mister Maniacs,MM,28,9332046.0,Dominatrix,DMX,37,False,2024-10-03 07:54:04
15901,7970653994,9367607.0, Prodigy of God,POG,32,9482420.0,EYE Gaming,EYE,47,False,2024-10-03 08:16:08
17233,7970654226,9425660.0,Shadow Avengers,SAS,26,8629005.0,Flawless Goblins,Fg,8,True,2024-10-03 08:16:46
17233,7970661532,8629324.0,Swift Knights,Sk,17,9426115.0,Dark Rebellion,DR,34,False,2024-10-03 08:25:42
16313,7970673022,9332046.0,Dominatrix,DMX,37,9332069.0,Mister Maniacs,MM,23,True,2024-10-03 08:38:05
15898,7970686099,9449748.0,DMS,DMS,22,9216247.0,ASAKURA,ASAKURA,14,True,2024-10-03 09:08:37
17233,7970699293,9426115.0,Dark Rebellion,DR,18,8629324.0,Swift Knights,Sk,43,False,2024-10-03 09:09:08
17184,7970707629,9449139.0,piggg,piggg,8,9034090.0,AU REJECTS,AUR,29,False,2024-10-03 09:18:10
16313,7970712683,8961813.0,SHAOLIN,SHN,34,9330492.0,Iconic,ICo,42,False,2024-10-03 09:22:56
15901,7970716762,9545569.0,Elite Eclipse,EE,28,9482420.0,EYE Gaming,EYE,14,True,2024-10-03 09:28:50
17233,7970737759,8629324.0,Swift Knights,Sk,24,9426115.0,Dark Rebellion,DR,45,False,2024-10-03 09:51:38
17184,7970747546,9034090.0,AU REJECTS,AUR,9,9449139.0,piggg,piggg,33,False,2024-10-03 10:01:13
15898,7970755781,9216247.0,ASAKURA,ASAKURA,14,9449748.0,DMS,DMS,28,False,2024-10-03 10:10:08
16313,7970759234,9330492.0,Iconic,ICo,40,8961813.0,SHAOLIN,SHN,37,True,2024-10-03 10:13:46
15901,7970760297,9482420.0,EYE Gaming,EYE,49,9545569.0,Elite Eclipse,EE,26,True,2024-10-03 10:14:55
17233,7970787594,2443375.0,Foxy gaming,Foxy,18,8629315.0,Wiser Warriors,WW,37,False,2024-10-03 10:43:50
17184,7970806336,9554242.0,Play for Fun,P4F,39,9537647.0,BORN Esports ,B.E,7,True,2024-10-03 11:03:01
15901,7970807396,9505825.0,Elite Eclipse,,47,9482420.0,EYE Gaming,EYE,41,True,2024-10-03 11:02:36
17184,7970811646,9554690.0,Hexi'S Sexis,hexisexi,40,9546798.0,TEAM TEWOOP,TT,14,True,2024-10-03 11:08:21
17233,7970846775,8629315.0,Wiser Warriors,WW,14,2443375.0,Foxy gaming,Foxy,2,True,2024-10-03 11:42:15
17184,7970854230,9537647.0,BORN Esports ,B.E,28,9554242.0,Play for Fun,P4F,53,False,2024-10-03 11:44:32
17184,7970866349,9554690.0,Hexi'S Sexis,hexisexi,49,9546798.0,TEAM TEWOOP,TT,36,True,2024-10-03 11:54:54
17233,7970875573,8629317.0,Bright Crusaders,Bc,16,9425660.0,Shadow Avengers,SAS,24,False,2024-10-03 12:10:48
17233,7970941706,9425660.0,Shadow Avengers,SAS,21,8629317.0,Bright Crusaders,Bc,6,True,2024-10-03 12:52:34
15901,7970948599,9461271.0,Elite Eclipse,EE,38,9504550.0,Prodigy of God,POG,7,True,2024-10-03 12:56:37
17233,7970993810,8629318.0,Mad Monkeys,Mm,33,8629005.0,Flawless Goblins,Fg,14,True,2024-10-03 13:27:06
15901,7971018436,9504550.0,Prodigy of God,POG,30,9344732.0,Elite Eclipse,,35,False,2024-10-03 13:42:34
17233,7971054775,8629005.0,Flawless Goblins,Fg,22,8629318.0,Mad Monkeys,Mm,3,True,2024-10-03 14:06:44
17233,7971094128,8629318.0,Mad Monkeys,Mm,38,8629005.0,Flawless Goblins,Fg,25,True,2024-10-03 14:31:44
15901,7971107111,9504780.0,Rakuzan,Rakuzan,35,8831040.0,Ghost Sheep,GS,17,True,2024-10-03 14:44:50
15898,7971138115,8838314.0,Matreshka,MT,21,8588969.0,HYDRA,HYDRA,9,True,2024-10-03 14:59:49
17233,7971164422,9426115.0,Dark Rebellion,DR,19,8629324.0,Swift Knights,Sk,38,False,2024-10-03 15:14:20
15901,7971192587,8831040.0,Ghost Sheep,GS,38,9504780.0,Rakuzan,Rakuzan,15,True,2024-10-03 15:30:46
17233,7971227703,8629324.0,Swift Knights,Sk,44,9426115.0,Dark Rebellion,DR,29,True,2024-10-03 15:53:00
15898,7971239066,8838314.0,Matreshka,MT,28,8588969.0,HYDRA,HYDRA,38,False,2024-10-03 15:59:24
15901,7971271128,8831040.0,Ghost Sheep,GS,17,9504780.0,Rakuzan,Rakuzan,38,False,2024-10-03 16:20:13
15898,7971336667,8838314.0,Matreshka,MT,16,8588969.0,HYDRA,HYDRA,35,False,2024-10-03 17:05:16
15901,7971413158,9480855.0,Dominion,Dominion,37,9492941.0,Shinigami Gaming,,11,True,2024-10-03 17:50:56
15901,7971478840,9492941.0,Shinigami Gaming,,46,9480855.0,Dominion,Dominion,27,True,2024-10-03 18:32:07
16635,7971537016,8849817.0,ZEUS THUNDER GOD,ZTG,34,8987220.0,HolyTeam,HT,25,True,2024-10-03 19:12:51
15901,7971540701,9555752.0,Shinigami Gaming,Shinigami,31,9467024.0,Dominion,,40,False,2024-10-03 19:17:10
16635,7971598166,8987220.0,HolyTeam,HT,39,8849817.0,ZEUS THUNDER GOD,ZTG,49,False,2024-10-03 20:01:17
15901,7971627670,9088071.0,EYE Gaming,EYE,39,9344594.0,Dominion,DO,38,True,2024-10-03 20:27:30
16635,7971650162,8849833.0,VERTEX PACK,vP,19,8970060.0,Moonwalkers,MW,24,False,2024-10-03 20:49:23
15901,7971681871,9344594.0,Dominion,DO,13,9088071.0,EYE Gaming,EYE,36,False,2024-10-03 21:24:41
16635,7971683050,8970060.0,Moonwalkers,MW,50,8849833.0,VERTEX PACK,vP,54,True,2024-10-03 21:26:37
16635,7971731049,8957156.0,Silent killer,sK,21,8850016.0,FLYING FORTUNE,Ff,27,False,2024-10-03 22:36:30
16635,7971756132,8850016.0,FLYING FORTUNE,Ff,21,8957156.0,Silent killer,sK,33,False,2024-10-03 23:20:31
16635,7971775877,8957156.0,Silent killer,sK,31,8850016.0,FLYING FORTUNE,Ff,16,True,2024-10-04 00:00:07
16635,7971802010,8849837.0,FALL VICTIMS,FV,18,8849990.0,REAL ECLIPSE,RE,36,False,2024-10-04 00:44:09
16635,7971821795,8849990.0,REAL ECLIPSE,RE,15,8849837.0,FALL VICTIMS,FV,36,False,2024-10-04 01:27:20
16635,7971845025,8849837.0,FALL VICTIMS,FV,30,8849990.0,REAL ECLIPSE,RE,36,False,2024-10-04 02:07:21
17233,7971888180,9426115.0,Dark Rebellion,DR,26,8629014.0,Dragon Blood,DB,20,True,2024-10-04 03:18:47
17233,7971910548,8629014.0,Dragon Blood,DB,42,9426115.0,Dark Rebellion,DR,31,True,2024-10-04 03:56:36
16313,7971913043,9018528.0,Crew X,CrX,41,9330493.0,RuleBreakers,RB,30,True,2024-10-04 04:00:44
17233,7971915041,8629324.0,Swift Knights,Sk,27,8629318.0,Mad Monkeys,Mm,9,True,2024-10-04 04:05:09
17233,7971935716,9426115.0,Dark Rebellion,DR,19,8629014.0,Dragon Blood,DB,36,False,2024-10-04 04:39:19
17233,7971936529,8629318.0,Mad Monkeys,Mm,39,8629324.0,Swift Knights,Sk,21,True,2024-10-04 04:42:12
16313,7971950676,9330493.0,RuleBreakers,RB,16,9018528.0,Crew X,CrX,36,False,2024-10-04 05:03:18
17233,7971962401,8629324.0,Swift Knights,Sk,39,8629318.0,Mad Monkeys,Mm,20,True,2024-10-04 05:23:27
17233,7971968929,8629315.0,Wiser Warriors,WW,19,2443375.0,Foxy gaming,Foxy,37,False,2024-10-04 05:31:56
16313,7971974250,8864178.0,Marvelous Warriors,MW,7,9332084.0,Lighting Legends,LL,27,False,2024-10-04 05:39:29
17233,7971996272,9425656.0,LSG,LSG,38,8629005.0,Flawless Goblins,Fg,51,False,2024-10-04 06:12:22
17233,7971998217,2443375.0,Foxy gaming,Foxy,41,8629315.0,Wiser Warriors,WW,26,True,2024-10-04 06:14:52
16313,7972001428,9332084.0,Lighting Legends,LL,24,8864178.0,Marvelous Warriors,MW,49,False,2024-10-04 06:18:52
17119,7972029054,8574561.0,Azure Ray,AR,23,8375259.0,Infinity,Infinity,13,True,2024-10-04 07:01:50
17119,7972029465,9338413.0,MOUZ,MOUZ,28,9381678.0,Apex Genesis,Apex,14,True,2024-10-04 07:01:17
16313,7972031234,8864178.0,Marvelous Warriors,MW,43,9332084.0,Lighting Legends,LL,41,True,2024-10-04 06:58:29
17233,7972031469,9425660.0,Shadow Avengers,SAS,23,8629318.0,Mad Monkeys,Mm,39,False,2024-10-04 06:59:25
17233,7972032808,8629005.0,Flawless Goblins,Fg,59,9425656.0,LSG,LSG,37,True,2024-10-04 07:01:31
15901,7972032892,9439525.0,Prodigy of God,PoG,32,9481964.0,Elite Eclipse,EE,27,True,2024-10-04 07:00:42
17233,7972064205,8629318.0,Mad Monkeys,Mm,21,9425660.0,Shadow Avengers,SAS,42,False,2024-10-04 07:39:51
17233,7972074914,9426115.0,Dark Rebellion,DR,32,8629317.0,Bright Crusaders,Bc,22,True,2024-10-04 07:52:47
16313,7972076834,9018543.0,Hustlers,HS,18,8893840.0,Big Bang Gaming,BB,37,False,2024-10-04 07:53:48
17119,7972080754,8375259.0,Infinity,Infinity,27,8574561.0,Azure Ray,AR,15,True,2024-10-04 08:02:17
15901,7972084725,9481964.0,Elite Eclipse,EE,27,9439525.0,Prodigy of God,PoG,45,False,2024-10-04 08:02:45
17119,7972088536,9381678.0,Apex Genesis,Apex,17,9338413.0,MOUZ,MOUZ,45,False,2024-10-04 08:09:40
17233,7972102806,9425660.0,Shadow Avengers,SAS,30,8629318.0,Mad Monkeys,Mm,38,True,2024-10-04 08:23:28
16313,7972110708,8893840.0,Big Bang Gaming,BB,30,9018543.0,Hustlers,HS,22,True,2024-10-04 08:31:32
17233,7972118335,8629317.0,Bright Crusaders,Bc,16,9426115.0,Dark Rebellion,DR,35,False,2024-10-04 08:42:08
15898,7972138059,9530783.0,Team Hryvnia,TH,32,9256405.0,Level UP esports,LevelUP,45,False,2024-10-04 09:03:34
17119,7972143214,8375259.0,Infinity,Infinity,13,8574561.0,Azure Ray,AR,44,False,2024-10-04 09:10:19
16313,7972152361,9330489.0,ThunderLab,TL,39,8893837.0,Parallel eSports,PeS,29,True,2024-10-04 09:15:52
