date,player,1st_order_CON_score,2nd_order_CON_score,full_CON_score,pagerank,closeness,in_degree,out_degree,betweenness
19march2024,Szparu,14,174,264,0.003967994466101363,0.1737777896966934,2,3,0.006231033287741217
19march2024,Korchmar_Vasiliy,0,0,0,0.004400739508374619,0.1685785536159601,2,0,0.0
19march2024,Zhigalko_Sergei,26,433,587,0.011078942556718695,0.20503084954912199,5,5,0.02789004722058272
19march2024,Matibar,3,115,155,0.001220424406053476,0.0,0,1,0.0
19march2024,ahkashefi2800,4,88,125,0.001220424406053476,0.0,0,1,0.0
19march2024,kikoveiga,0,0,0,0.002512756433555385,0.15299584364638302,1,0,0.0
19march2024,Dr_troll,13,234,351,0.001220424406053476,0.0,0,2,0.0
19march2024,HansOnTwitch,26,483,672,0.008025630726413548,0.1947642090709627,5,4,0.02248597239455877
19march2024,Pingah9,11,275,371,0.001220424406053476,0.0,0,1,0.0
19march2024,albi1999,0,0,0,0.00313266507610545,0.14710491457308997,1,0,0.0
19march2024,Suleyman_Chess06,0,0,0,0.0029271891566044705,0.18045663609573384,1,0,0.0
19march2024,FaustinoOro,0,0,0,0.0025896172235061817,0.15458770791553617,1,0,0.0
19march2024,tptagain,0,11,15,0.002584525712306417,0.16551301371612476,1,1,0.0029943124790899967
19march2024,nihalsarin,20,464,707,0.010589983492186346,0.19447779111644659,10,8,0.043471894967624415
19march2024,Orest_Vovk,7,93,125,0.0022885679097127383,0.12667135819845182,1,1,0.0011257281991641306
19march2024,vugarrasulov,11,162,238,0.0027478439369953245,0.15990918737507095,1,3,0.006555678903454077
19march2024,rezamahdavi2008,9,193,271,0.0022307929252419322,0.11449774715080838,1,2,0.0026216364766046938
19march2024,Evgeny81,11,275,371,0.001220424406053476,0.0,0,1,0.0
19march2024,ViralduS,0,0,0,0.00242281650525101,0.1705591420241566,1,0,0.0
19march2024,ckgchess,1,35,48,0.0036611156046518893,0.16718697592817153,2,1,0.0022435390526725427
19march2024,Grossboss19,0,0,0,0.0024691872564036156,0.1761770320776532,1,0,0.0
19march2024,Lukianoo,15,219,338,0.002474786449434616,0.15818767698466948,1,3,0.005606480578288974
19march2024,jcibarra,12,130,217,0.006908234480106225,0.19193744261129708,3,3,0.016328805343944184
19march2024,GlavkonVVS,0,0,0,0.0027229268477189793,0.13493276220679998,1,0,0.0
19march2024,IMRosen,5,60,97,0.001220424406053476,0.0,0,1,0.0
19march2024,Chessmissile07,0,23,33,0.001220424406053476,0.0,0,1,0.0
19march2024,Alex_Sahakyan2006,0,0,0,0.003100231458444074,0.17687614728431053,2,0,0.0
19march2024,the_chess_child,3,46,67,0.003736613072192335,0.1824067558057706,2,1,0.0018779034680969228
19march2024,wannabe2700,6,146,200,0.001220424406053476,0.0,0,1,0.0
19march2024,TenisMaster,8,127,179,0.002750911056665065,0.15306122448979592,1,1,0.006401252320037869
19march2024,GMKrikor,4,88,125,0.0030371895641873254,0.13761175646116927,1,1,0.001038168088184816
19march2024,BilodeauA,11,145,273,0.009379148154024453,0.20006792429528544,6,6,0.03946490265857358
19march2024,chess123456s,3,115,155,0.001220424406053476,0.0,0,1,0.0
19march2024,atbenina64,22,277,411,0.001220424406053476,0.0,0,3,0.0
19march2024,dcremisi,0,0,0,0.0016949000112456965,0.09875802610556778,1,0,0.0
19march2024,santosalberto1987,0,0,0,0.0024691872564036156,0.1761770320776532,1,0,0.0
19march2024,yaguigor,10,192,267,0.0016949000112456965,0.0983233442075715,1,1,0.0002493036814470306
19march2024,FairChess_on_YouTube,34,508,781,0.021480289384585644,0.25334271639690364,11,9,0.08685810025194138
19march2024,kleinebeer98,8,127,179,0.003692503935291783,0.141287284144427,1,1,0.002048350565831329
19march2024,Fonsofan,10,192,267,0.00511438020358089,0.15762204762715576,2,1,0.004526777449159517
19march2024,Vaibhavraut99,0,0,0,0.0023517616640718404,0.1321327740582399,1,0,0.0
19march2024,grzechu96,11,275,371,0.001220424406053476,0.0,0,1,0.0
19march2024,Bauman_Guy,7,93,125,0.004098603437826942,0.17241838065082618,2,1,0.0076367846423983626
19march2024,Chopper1905,0,0,0,0.00224347028530128,0.13135399542921294,1,0,0.0
19march2024,AlexPapasimakopoulos,3,52,80,0.0028532399986742228,0.1646885404223956,1,1,0.0005906988442953647
19march2024,GM_dmitrij,14,380,565,0.010163545866168135,0.21679491468718637,6,5,0.03460230401861972
19march2024,Sargsyan_Shant,22,401,558,0.006460661806637829,0.18066242890598863,4,3,0.014030586943129012
19march2024,MITerryble,0,9,15,0.001795467230547115,0.11892526794890618,1,1,0.003166332106613137
19march2024,Gabix_94,10,192,267,0.001220424406053476,0.0,0,1,0.0
19march2024,ViIIagra,19,392,556,0.00242281650525101,0.169327654237111,1,3,0.01383514314216104
19march2024,ArmanGhevondyanchess,6,147,215,0.001220424406053476,0.0,0,1,0.0
19march2024,MetiForce,10,217,306,0.0067498728597130166,0.1816550796142633,2,3,0.006851576966581986
19march2024,AlexTruskavetsky,0,0,0,0.003931776468830769,0.18242614917726982,2,0,0.0
19march2024,AnishOnYoutube,27,521,686,0.008837337007597158,0.16326530612244897,4,5,0.021615216355071316
19march2024,SaqoChess_Coach,0,0,0,0.002750911056665065,0.15369927281257328,1,0,0.0
19march2024,chess94cu,5,65,116,0.001220424406053476,0.0,0,1,0.0
19march2024,kingofthenil,16,298,438,0.004285952414537464,0.18041595901662166,2,4,0.011083714155811848
19march2024,Arystanner,10,164,231,0.005253737905302078,0.1930582451958886,3,2,0.0072478062891195355
19march2024,only_strong_moves,4,88,125,0.001220424406053476,0.0,0,1,0.0
19march2024,Kostya0705,0,0,0,0.002584525712306417,0.1661097731017873,1,0,0.0
19march2024,sergiochess83,1,67,108,0.0042721386898721255,0.16803671913492207,2,2,0.005502439597872854
19march2024,MightyGMpretender,4,95,136,0.001220424406053476,0.0,0,1,0.0
19march2024,SRob2003,9,133,181,0.001220424406053476,0.0,0,1,0.0
19march2024,Hrant_ChessMood,0,0,0,0.001220424406053476,0.0,0,1,0.0
19march2024,VladimirKramnik,4,123,197,0.003539120067907078,0.1384763329415536,2,5,0.011698252861464049
19march2024,SchmakAttack,7,118,164,0.001220424406053476,0.0,0,1,0.0
19march2024,FormerProdigy,12,257,354,0.00222055854797079,0.1544917032233454,1,2,0.0018403196372416845
19march2024,SpeedofLight0,4,60,128,0.010802973409343946,0.19193744261129708,5,6,0.03097902557462612
19march2024,Byniolus,0,0,0,0.002628803086245167,0.15530588542037022,1,0,0.0
19march2024,Adar_07,0,0,0,0.004010698462378309,0.18546236802626737,3,0,0.0
19march2024,Macho_2006,23,394,565,0.001220424406053476,0.0,0,4,0.0
19march2024,arenal72,0,0,0,0.002505168632305625,0.16267441283082576,1,0,0.0
19march2024,JoakimVonAnd,0,0,0,0.004891637543512966,0.15881041252605554,1,0,0.0
19march2024,PepeCuenca,9,149,207,0.001220424406053476,0.0,0,1,0.0
19march2024,Robert_Chessmood,9,149,207,0.002535131099772419,0.13184934990945532,2,1,0.002119537510554573
19march2024,ulises2013,0,0,0,0.00242281650525101,0.1705591420241566,1,0,0.0
19march2024,ChessSwole,0,0,0,0.004056355691618273,0.15975910077292566,2,0,0.0
19march2024,Jagerrmeisterr,10,192,267,0.001220424406053476,0.0,0,1,0.0
