username,white_wins,black_wins,white_games,black_games,total_wins,total_games,win_proportion_white,win_proportion_black,win_proportion
SaiAgni_98,33.0,32.0,83.0,80.0,65.0,163.0,0.39759036144578314,0.4,0.3987730061349693
SaiHanThiha,25.0,29.0,62.0,59.0,54.0,121.0,0.4032258064516129,0.4915254237288136,0.4462809917355372
Saitama_C,3.0,3.0,5.0,6.0,6.0,11.0,0.6,0.5,0.5454545454545454
Sajith_Peiris,1.0,1.0,7.0,7.0,2.0,14.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
Sajkochess,9.0,5.0,20.0,23.0,14.0,43.0,0.45,0.21739130434782608,0.32558139534883723
Salem-AR,52.0,47.0,74.0,71.0,99.0,145.0,0.7027027027027027,0.6619718309859155,0.6827586206896552
SalihEke,5.0,6.0,9.0,11.0,11.0,20.0,0.5555555555555556,0.5454545454545454,0.55
SamCopeland,10.0,10.0,28.0,29.0,20.0,57.0,0.35714285714285715,0.3448275862068966,0.3508771929824561
Sam_ChessMood,110.0,95.0,151.0,154.0,205.0,305.0,0.7284768211920529,0.6168831168831169,0.6721311475409836
SameerMujumdar,5.0,9.0,20.0,24.0,14.0,44.0,0.25,0.375,0.3181818181818182
Sammed_Shete,10.0,10.0,22.0,21.0,20.0,43.0,0.45454545454545453,0.47619047619047616,0.46511627906976744
SamuraisOfChess,4.0,2.0,5.0,6.0,6.0,11.0,0.8,0.3333333333333333,0.5454545454545454
SanQui14,3.0,1.0,6.0,5.0,4.0,11.0,0.5,0.2,0.36363636363636365
Sanan_Sjugirov,205.0,178.0,299.0,294.0,383.0,593.0,0.68561872909699,0.6054421768707483,0.6458684654300169
Sandkorn108,6.0,6.0,13.0,14.0,12.0,27.0,0.46153846153846156,0.42857142857142855,0.4444444444444444
Sandpacer,5.0,5.0,9.0,10.0,10.0,19.0,0.5555555555555556,0.5,0.5263157894736842
Sandstad,11.0,4.0,27.0,25.0,15.0,52.0,0.4074074074074074,0.16,0.28846153846153844
SandwichOSaumon,28.0,24.0,62.0,63.0,52.0,125.0,0.45161290322580644,0.38095238095238093,0.416
Sankalp_Gupta2003,1.0,2.0,2.0,2.0,3.0,4.0,0.5,1.0,0.75
SantoBlue,88.0,70.0,122.0,125.0,158.0,247.0,0.7213114754098361,0.56,0.6396761133603239
Sanyura,149.0,148.0,293.0,286.0,297.0,579.0,0.5085324232081911,0.5174825174825175,0.5129533678756477
SaqoChess_Coach,85.0,73.0,166.0,175.0,158.0,341.0,0.5120481927710844,0.41714285714285715,0.4633431085043988
SaraBlackPanther,27.0,26.0,52.0,46.0,53.0,98.0,0.5192307692307693,0.5652173913043478,0.5408163265306123
SaraciNderim,4.0,2.0,6.0,5.0,6.0,11.0,0.6666666666666666,0.4,0.5454545454545454
Saraisitave,3.0,1.0,7.0,6.0,4.0,13.0,0.42857142857142855,0.16666666666666666,0.3076923076923077
Sarbalia,1.0,1.0,5.0,6.0,2.0,11.0,0.2,0.16666666666666666,0.18181818181818182
SargissyanSargis,35.0,18.0,67.0,70.0,53.0,137.0,0.5223880597014925,0.2571428571428571,0.38686131386861317
Sargsyan_Shant,50.0,40.0,69.0,67.0,90.0,136.0,0.7246376811594203,0.5970149253731343,0.6617647058823529
Sariedrez,4.0,1.0,8.0,7.0,5.0,15.0,0.5,0.14285714285714285,0.3333333333333333
SarochaChuemsakul,4.0,3.0,11.0,9.0,7.0,20.0,0.36363636363636365,0.3333333333333333,0.35
Sasha2109,4.0,2.0,6.0,6.0,6.0,12.0,0.6666666666666666,0.3333333333333333,0.5
SashaKuzhilniy,30.0,27.0,68.0,68.0,57.0,136.0,0.4411764705882353,0.39705882352941174,0.41911764705882354
Sasha_Solovev_777,39.0,31.0,107.0,111.0,70.0,218.0,0.3644859813084112,0.27927927927927926,0.3211009174311927
Sattarov_Bobur,14.0,17.0,27.0,28.0,31.0,55.0,0.5185185185185185,0.6071428571428571,0.5636363636363636
Savagelittlemole,52.0,52.0,135.0,137.0,104.0,272.0,0.3851851851851852,0.3795620437956204,0.38235294117647056
SavelijTartakover,25.0,30.0,54.0,50.0,55.0,104.0,0.46296296296296297,0.6,0.5288461538461539
Saxar85,26.0,19.0,35.0,36.0,45.0,71.0,0.7428571428571429,0.5277777777777778,0.6338028169014085
Saylormoon,2.0,1.0,4.0,6.0,3.0,10.0,0.5,0.16666666666666666,0.3
SayonaraPonytail,11.0,9.0,22.0,21.0,20.0,43.0,0.5,0.42857142857142855,0.46511627906976744
Schachkatze2000,89.0,61.0,169.0,169.0,150.0,338.0,0.5266272189349113,0.3609467455621302,0.4437869822485207
Schachmalanders,14.0,13.0,41.0,41.0,27.0,82.0,0.34146341463414637,0.3170731707317073,0.32926829268292684
SchachmattTV_Tobi,11.0,6.0,13.0,12.0,17.0,25.0,0.8461538461538461,0.5,0.68
Schachpanda_Youtube,2.0,1.0,6.0,4.0,3.0,10.0,0.3333333333333333,0.25,0.3
Schachspielerr,1.0,1.0,6.0,4.0,2.0,10.0,0.16666666666666666,0.25,0.2
Schack-Hugo,10.0,7.0,20.0,15.0,17.0,35.0,0.5,0.4666666666666667,0.4857142857142857
Schattman,59.0,45.0,183.0,175.0,104.0,358.0,0.3224043715846995,0.2571428571428571,0.2905027932960894
Schekachikhin_Maksim,9.0,11.0,22.0,25.0,20.0,47.0,0.4090909090909091,0.44,0.425531914893617
SchieberSpieler,24.0,18.0,44.0,46.0,42.0,90.0,0.5454545454545454,0.391304347826087,0.4666666666666667
SchmakAttack,79.0,74.0,125.0,133.0,153.0,258.0,0.632,0.556390977443609,0.5930232558139535
Schoenbrunn,1.0,0.0,3.0,3.0,1.0,6.0,0.3333333333333333,0.0,0.16666666666666666
ScofieldMichael01,26.0,23.0,50.0,45.0,49.0,95.0,0.52,0.5111111111111111,0.5157894736842106
Sconko,1.0,1.0,3.0,2.0,2.0,5.0,0.3333333333333333,0.5,0.4
Scylla_138,1.0,1.0,4.0,2.0,2.0,6.0,0.25,0.5,0.3333333333333333
Seal_Island_Puffin,5.0,3.0,22.0,21.0,8.0,43.0,0.22727272727272727,0.14285714285714285,0.18604651162790697
SebastianSchnell,7.0,3.0,19.0,19.0,10.0,38.0,0.3684210526315789,0.15789473684210525,0.2631578947368421
Sebastian_Almagro,5.0,8.0,11.0,16.0,13.0,27.0,0.45454545454545453,0.5,0.48148148148148145
SebbyMeister,12.0,9.0,37.0,33.0,21.0,70.0,0.32432432432432434,0.2727272727272727,0.3
Seinw1,4.0,0.0,7.0,7.0,4.0,14.0,0.5714285714285714,0.0,0.2857142857142857
Sek_Konstantin,17.0,16.0,33.0,31.0,33.0,64.0,0.5151515151515151,0.5161290322580645,0.515625
Sem1901,23.0,19.0,51.0,54.0,42.0,105.0,0.45098039215686275,0.35185185185185186,0.4
Semen16,31.0,21.0,46.0,46.0,52.0,92.0,0.6739130434782609,0.45652173913043476,0.5652173913043478
Semetey,92.0,102.0,198.0,196.0,194.0,394.0,0.46464646464646464,0.5204081632653061,0.49238578680203043
Semyon_Khanin,7.0,10.0,15.0,15.0,17.0,30.0,0.4666666666666667,0.6666666666666666,0.5666666666666667
Senn71,7.0,7.0,24.0,20.0,14.0,44.0,0.2916666666666667,0.35,0.3181818181818182
Seochesspie,99.0,86.0,167.0,164.0,185.0,331.0,0.592814371257485,0.524390243902439,0.5589123867069486
Seppppppy,27.0,27.0,61.0,53.0,54.0,114.0,0.4426229508196721,0.5094339622641509,0.47368421052631576
SerGo055,7.0,7.0,11.0,14.0,14.0,25.0,0.6363636363636364,0.5,0.56
Sergey85Rodchenkov,4.0,4.0,10.0,11.0,8.0,21.0,0.4,0.36363636363636365,0.38095238095238093
SergeyGostev1984,28.0,21.0,66.0,61.0,49.0,127.0,0.42424242424242425,0.3442622950819672,0.3858267716535433
Sergey_70,9.0,5.0,17.0,15.0,14.0,32.0,0.5294117647058824,0.3333333333333333,0.4375
Sergey_Kasparov,8.0,9.0,20.0,18.0,17.0,38.0,0.4,0.5,0.4473684210526316
SergioGarciaFuentes,3.0,0.0,6.0,3.0,3.0,9.0,0.5,0.0,0.3333333333333333
SergioMoralesG,40.0,39.0,100.0,101.0,79.0,201.0,0.4,0.38613861386138615,0.39303482587064675
Sesleria,2.0,5.0,17.0,18.0,7.0,35.0,0.11764705882352941,0.2777777777777778,0.2
Sethu0025,12.0,9.0,17.0,16.0,21.0,33.0,0.7058823529411765,0.5625,0.6363636363636364
ShaakSiv,42.0,37.0,83.0,74.0,79.0,157.0,0.5060240963855421,0.5,0.5031847133757962
Shadhur_Chess,1.0,2.0,4.0,6.0,3.0,10.0,0.25,0.3333333333333333,0.3
ShadowJolteon,11.0,13.0,24.0,24.0,24.0,48.0,0.4583333333333333,0.5416666666666666,0.5
ShadowKing71,45.0,43.0,79.0,82.0,88.0,161.0,0.569620253164557,0.524390243902439,0.546583850931677
ShadyH9,1.0,1.0,3.0,4.0,2.0,7.0,0.3333333333333333,0.25,0.2857142857142857
ShahMatKanal,73.0,62.0,139.0,143.0,135.0,282.0,0.5251798561151079,0.43356643356643354,0.4787234042553192
Shahdad2007,47.0,38.0,97.0,98.0,85.0,195.0,0.4845360824742268,0.3877551020408163,0.4358974358974359
ShahxaibKhan,2.0,2.0,4.0,6.0,4.0,10.0,0.5,0.3333333333333333,0.4
Shamatava_Nick,1.0,2.0,11.0,6.0,3.0,17.0,0.09090909090909091,0.3333333333333333,0.17647058823529413
Shankland,131.0,125.0,196.0,195.0,256.0,391.0,0.6683673469387755,0.6410256410256411,0.6547314578005116
Sharafiev_Azat,7.0,9.0,21.0,18.0,16.0,39.0,0.3333333333333333,0.5,0.41025641025641024
Sharan_Rao,3.0,3.0,6.0,3.0,6.0,9.0,0.5,1.0,0.6666666666666666
SharapovEvgeny,80.0,69.0,172.0,170.0,149.0,342.0,0.46511627906976744,0.40588235294117647,0.43567251461988304
SharathRk6,81.0,73.0,177.0,197.0,154.0,374.0,0.4576271186440678,0.37055837563451777,0.4117647058823529
SharkBlueKing9879,17.0,19.0,46.0,51.0,36.0,97.0,0.3695652173913043,0.37254901960784315,0.3711340206185567
Sharkaholic,7.0,10.0,25.0,26.0,17.0,51.0,0.28,0.38461538461538464,0.3333333333333333
ShazilTheGOAT2006,8.0,7.0,17.0,14.0,15.0,31.0,0.47058823529411764,0.5,0.4838709677419355
SheraliPattnaik,8.0,5.0,20.0,20.0,13.0,40.0,0.4,0.25,0.325
Shield12,91.0,79.0,130.0,130.0,170.0,260.0,0.7,0.6076923076923076,0.6538461538461539
ShieldingOff,1.0,2.0,5.0,4.0,3.0,9.0,0.2,0.5,0.3333333333333333
ShimogaTactician,20.0,19.0,41.0,45.0,39.0,86.0,0.4878048780487805,0.4222222222222222,0.45348837209302323
Shiner22,15.0,13.0,42.0,51.0,28.0,93.0,0.35714285714285715,0.2549019607843137,0.3010752688172043
Shiraaaaazi,8.0,10.0,36.0,33.0,18.0,69.0,0.2222222222222222,0.30303030303030304,0.2608695652173913
Shivagami,6.0,1.0,9.0,9.0,7.0,18.0,0.6666666666666666,0.1111111111111111,0.3888888888888889
Shivananda1964,32.0,31.0,113.0,123.0,63.0,236.0,0.2831858407079646,0.25203252032520324,0.2669491525423729
Shota_Azaladze,2.0,1.0,3.0,2.0,3.0,5.0,0.6666666666666666,0.5,0.6
Shtembuliak,10.0,10.0,15.0,17.0,20.0,32.0,0.6666666666666666,0.5882352941176471,0.625
ShuiFeng90,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Shushik,16.0,16.0,36.0,36.0,32.0,72.0,0.4444444444444444,0.4444444444444444,0.4444444444444444
Shuvalov,134.0,112.0,264.0,267.0,246.0,531.0,0.5075757575757576,0.41947565543071164,0.4632768361581921
Sibelephant,8.0,6.0,11.0,11.0,14.0,22.0,0.7272727272727273,0.5454545454545454,0.6363636363636364
Sic_Transit_GM,41.0,30.0,74.0,68.0,71.0,142.0,0.5540540540540541,0.4411764705882353,0.5
SicilianPanzer,5.0,4.0,20.0,21.0,9.0,41.0,0.25,0.19047619047619047,0.21951219512195122
Sicilian_Maestro789,26.0,24.0,46.0,44.0,50.0,90.0,0.5652173913043478,0.5454545454545454,0.5555555555555556
Sicupira,1.0,1.0,5.0,3.0,2.0,8.0,0.2,0.3333333333333333,0.25
SidArun,6.0,7.0,26.0,24.0,13.0,50.0,0.23076923076923078,0.2916666666666667,0.26
Siemba,20.0,12.0,43.0,37.0,32.0,80.0,0.46511627906976744,0.32432432432432434,0.4
SilencerBaba,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.5,0.6666666666666666
Silent-Killer100,88.0,75.0,185.0,175.0,163.0,360.0,0.4756756756756757,0.42857142857142855,0.4527777777777778
Silvederione,12.0,13.0,30.0,28.0,25.0,58.0,0.4,0.4642857142857143,0.43103448275862066
SilverCat1992,10.0,10.0,36.0,33.0,20.0,69.0,0.2777777777777778,0.30303030303030304,0.2898550724637681
SilverCityIndigo,15.0,15.0,39.0,34.0,30.0,73.0,0.38461538461538464,0.4411764705882353,0.410958904109589
SilverSwords13,10.0,12.0,38.0,36.0,22.0,74.0,0.2631578947368421,0.3333333333333333,0.2972972972972973
SimplyDevina,3.0,3.0,14.0,10.0,6.0,24.0,0.21428571428571427,0.3,0.25
Sina_Movahed,51.0,57.0,80.0,79.0,108.0,159.0,0.6375,0.7215189873417721,0.6792452830188679
Siniauski,11.0,8.0,21.0,18.0,19.0,39.0,0.5238095238095238,0.4444444444444444,0.48717948717948717
SinisterKnight8,28.0,11.0,54.0,51.0,39.0,105.0,0.5185185185185185,0.21568627450980393,0.37142857142857144
Sinquefield,18.0,26.0,52.0,56.0,44.0,108.0,0.34615384615384615,0.4642857142857143,0.4074074074074074
SipahiPower,9.0,7.0,27.0,21.0,16.0,48.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
SipkeErnst,8.0,6.0,13.0,12.0,14.0,25.0,0.6153846153846154,0.5,0.56
Sippp,4.0,3.0,5.0,5.0,7.0,10.0,0.8,0.6,0.7
SirGerhard,12.0,17.0,26.0,28.0,29.0,54.0,0.46153846153846156,0.6071428571428571,0.5370370370370371
SirMittensofMittensville,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.5
SirStrateg,58.0,61.0,123.0,123.0,119.0,246.0,0.4715447154471545,0.4959349593495935,0.483739837398374
SizdemiAntalyaya,6.0,8.0,19.0,18.0,14.0,37.0,0.3157894736842105,0.4444444444444444,0.3783783783783784
Sjakkerntobi,58.0,48.0,123.0,124.0,106.0,247.0,0.4715447154471545,0.3870967741935484,0.4291497975708502
Skatchkov_V,80.0,75.0,147.0,143.0,155.0,290.0,0.54421768707483,0.5244755244755245,0.5344827586206896
SkibidiToiletLover94,2.0,3.0,8.0,9.0,5.0,17.0,0.25,0.3333333333333333,0.29411764705882354
Skillcam,2.0,0.0,3.0,3.0,2.0,6.0,0.6666666666666666,0.0,0.3333333333333333
SkinnyPuppy8,11.0,6.0,28.0,21.0,17.0,49.0,0.39285714285714285,0.2857142857142857,0.3469387755102041
SkippingLaptop,6.0,2.0,19.0,17.0,8.0,36.0,0.3157894736842105,0.11764705882352941,0.2222222222222222
Sl4werThanYou,45.0,37.0,87.0,78.0,82.0,165.0,0.5172413793103449,0.47435897435897434,0.49696969696969695
SlavenPastar,20.0,22.0,48.0,47.0,42.0,95.0,0.4166666666666667,0.46808510638297873,0.4421052631578947
Sleepless_Knightmare,1.0,2.0,3.0,3.0,3.0,6.0,0.3333333333333333,0.6666666666666666,0.5
SlipperySpeedster,1.0,3.0,5.0,5.0,4.0,10.0,0.2,0.6,0.4
Slovafn,10.0,8.0,22.0,20.0,18.0,42.0,0.45454545454545453,0.4,0.42857142857142855
Slovak_fighter2000,87.0,81.0,187.0,199.0,168.0,386.0,0.46524064171123,0.40703517587939697,0.43523316062176165
Slovineanu,179.0,118.0,353.0,340.0,297.0,693.0,0.5070821529745042,0.34705882352941175,0.42857142857142855
Smaug914,11.0,10.0,25.0,26.0,21.0,51.0,0.44,0.38461538461538464,0.4117647058823529
Smiechu,113.0,116.0,299.0,327.0,229.0,626.0,0.3779264214046823,0.3547400611620795,0.365814696485623
Smile2005,24.0,8.0,47.0,43.0,32.0,90.0,0.5106382978723404,0.18604651162790697,0.35555555555555557
SmirnovAlexandrA,16.0,16.0,40.0,44.0,32.0,84.0,0.4,0.36363636363636365,0.38095238095238093
SmirnovTimofey2000,16.0,11.0,79.0,86.0,27.0,165.0,0.20253164556962025,0.12790697674418605,0.16363636363636364
Smoking_Crow,67.0,51.0,114.0,118.0,118.0,232.0,0.5877192982456141,0.4322033898305085,0.5086206896551724
Snegokhod,7.0,4.0,14.0,20.0,11.0,34.0,0.5,0.2,0.3235294117647059
SnekkerAndersen,27.0,33.0,58.0,63.0,60.0,121.0,0.46551724137931033,0.5238095238095238,0.49586776859504134
Sniper_Boy,3.0,2.0,5.0,4.0,5.0,9.0,0.6,0.5,0.5555555555555556
Snowball-03,42.0,32.0,74.0,74.0,74.0,148.0,0.5675675675675675,0.43243243243243246,0.5
SoCalJuniorChess,19.0,15.0,58.0,72.0,34.0,130.0,0.3275862068965517,0.20833333333333334,0.26153846153846155
SoLuckyThough,9.0,4.0,13.0,9.0,13.0,22.0,0.6923076923076923,0.4444444444444444,0.5909090909090909
SobZahmati,9.0,8.0,17.0,14.0,17.0,31.0,0.5294117647058824,0.5714285714285714,0.5483870967741935
SocoLoco,24.0,29.0,85.0,92.0,53.0,177.0,0.2823529411764706,0.31521739130434784,0.2994350282485876
Sofia_Blokhin,39.0,32.0,107.0,107.0,71.0,214.0,0.3644859813084112,0.29906542056074764,0.3317757009345794
Sofiia_Hryzlova,2.0,4.0,5.0,6.0,6.0,11.0,0.4,0.6666666666666666,0.5454545454545454
Sokoloco,73.0,62.0,118.0,117.0,135.0,235.0,0.6186440677966102,0.5299145299145299,0.574468085106383
Soledadense88,3.0,2.0,6.0,5.0,5.0,11.0,0.5,0.4,0.45454545454545453
SoltaniciR,3.0,3.0,6.0,5.0,6.0,11.0,0.5,0.6,0.5454545454545454
Som2310,12.0,13.0,20.0,21.0,25.0,41.0,0.6,0.6190476190476191,0.6097560975609756
Sondremelaa,39.0,37.0,85.0,94.0,76.0,179.0,0.4588235294117647,0.39361702127659576,0.4245810055865922
Sophist4Life,1.0,1.0,7.0,3.0,2.0,10.0,0.14285714285714285,0.3333333333333333,0.2
Sosat98,4.0,3.0,6.0,5.0,7.0,11.0,0.6666666666666666,0.6,0.6363636363636364
SouS007,9.0,13.0,25.0,24.0,22.0,49.0,0.36,0.5416666666666666,0.4489795918367347
SoyuzTM4,6.0,3.0,12.0,12.0,9.0,24.0,0.5,0.25,0.375
Speed-O-Sonic,10.0,7.0,19.0,18.0,17.0,37.0,0.5263157894736842,0.3888888888888889,0.4594594594594595
SpeedofLight0,153.0,146.0,210.0,210.0,299.0,420.0,0.7285714285714285,0.6952380952380952,0.7119047619047619
Speshka,44.0,50.0,97.0,95.0,94.0,192.0,0.4536082474226804,0.5263157894736842,0.4895833333333333
SpongeBob_03,37.0,25.0,98.0,98.0,62.0,196.0,0.37755102040816324,0.25510204081632654,0.3163265306122449
Sprinc1,6.0,3.0,16.0,13.0,9.0,29.0,0.375,0.23076923076923078,0.3103448275862069
Spring199,3.0,1.0,7.0,7.0,4.0,14.0,0.42857142857142855,0.14285714285714285,0.2857142857142857
Spriteball,3.0,4.0,9.0,11.0,7.0,20.0,0.3333333333333333,0.36363636363636365,0.35
Squirlolz,42.0,39.0,98.0,97.0,81.0,195.0,0.42857142857142855,0.4020618556701031,0.4153846153846154
Srisshhhtea,2.0,3.0,5.0,6.0,5.0,11.0,0.4,0.5,0.45454545454545453
Stalri,21.0,13.0,35.0,32.0,34.0,67.0,0.6,0.40625,0.5074626865671642
Stanbad1,131.0,136.0,260.0,254.0,267.0,514.0,0.5038461538461538,0.5354330708661418,0.519455252918288
StankovicIvan,19.0,10.0,34.0,32.0,29.0,66.0,0.5588235294117647,0.3125,0.4393939393939394
StarkyNZ,2.0,1.0,4.0,5.0,3.0,9.0,0.5,0.2,0.3333333333333333
StasSB,13.0,13.0,28.0,28.0,26.0,56.0,0.4642857142857143,0.4642857142857143,0.4642857142857143
Statham,247.0,246.0,459.0,467.0,493.0,926.0,0.5381263616557734,0.5267665952890792,0.5323974082073434
Staudenhocker43,3.0,3.0,5.0,7.0,6.0,12.0,0.6,0.42857142857142855,0.5
StefanosKazantzoglou,24.0,27.0,67.0,67.0,51.0,134.0,0.3582089552238806,0.40298507462686567,0.3805970149253731
SteinSuperGM,1.0,2.0,10.0,9.0,3.0,19.0,0.1,0.2222222222222222,0.15789473684210525
SteinerPro12,1.0,1.0,4.0,5.0,2.0,9.0,0.25,0.2,0.2222222222222222
StelaSfw,1.0,1.0,17.0,11.0,2.0,28.0,0.058823529411764705,0.09090909090909091,0.07142857142857142
StellarChess,21.0,18.0,38.0,41.0,39.0,79.0,0.5526315789473685,0.43902439024390244,0.4936708860759494
StephenDedalus83,3.0,3.0,6.0,5.0,6.0,11.0,0.5,0.6,0.5454545454545454
Steven_Rojas,7.0,6.0,16.0,14.0,13.0,30.0,0.4375,0.42857142857142855,0.43333333333333335
Stewie_89,4.0,3.0,6.0,10.0,7.0,16.0,0.6666666666666666,0.3,0.4375
StiffMaster1,3.0,3.0,4.0,6.0,6.0,10.0,0.75,0.5,0.6
StockFisher_HBK,32.0,32.0,54.0,52.0,64.0,106.0,0.5925925925925926,0.6153846153846154,0.6037735849056604
StockholmMissile,1.0,1.0,2.0,2.0,2.0,4.0,0.5,0.5,0.5
StoreySniper,35.0,30.0,73.0,78.0,65.0,151.0,0.4794520547945205,0.38461538461538464,0.4304635761589404
Stormtrooper90,3.0,5.0,9.0,11.0,8.0,20.0,0.3333333333333333,0.45454545454545453,0.4
Storne89,4.0,3.0,8.0,8.0,7.0,16.0,0.5,0.375,0.4375
Stouuf,2.0,2.0,5.0,7.0,4.0,12.0,0.4,0.2857142857142857,0.3333333333333333
StrackedAktonamee,13.0,16.0,38.0,39.0,29.0,77.0,0.34210526315789475,0.41025641025641024,0.37662337662337664
StrategySensei007,4.0,1.0,5.0,5.0,5.0,10.0,0.8,0.2,0.5
Strong_Prodigy,6.0,4.0,11.0,10.0,10.0,21.0,0.5454545454545454,0.4,0.47619047619047616
SuanTiltado,6.0,17.0,35.0,47.0,23.0,82.0,0.17142857142857143,0.3617021276595745,0.2804878048780488
Suarez928,6.0,10.0,17.0,25.0,16.0,42.0,0.35294117647058826,0.4,0.38095238095238093
Suduvasachmatai,1.0,2.0,5.0,6.0,3.0,11.0,0.2,0.3333333333333333,0.2727272727272727
SujanaLohani,32.0,26.0,76.0,77.0,58.0,153.0,0.42105263157894735,0.33766233766233766,0.3790849673202614
Suleyman_Chess06,39.0,37.0,71.0,74.0,76.0,145.0,0.5492957746478874,0.5,0.5241379310344828
SulfatoFerroso,1.0,2.0,2.0,4.0,3.0,6.0,0.5,0.5,0.5
SultaiC,19.0,16.0,49.0,48.0,35.0,97.0,0.3877551020408163,0.3333333333333333,0.36082474226804123
Sunnika,2.0,4.0,8.0,9.0,6.0,17.0,0.25,0.4444444444444444,0.35294117647058826
Sunny_Star,1.0,3.0,11.0,10.0,4.0,21.0,0.09090909090909091,0.3,0.19047619047619047
Supelyel,51.0,35.0,112.0,111.0,86.0,223.0,0.45535714285714285,0.3153153153153153,0.38565022421524664
SuperGPatzer,6.0,4.0,26.0,27.0,10.0,53.0,0.23076923076923078,0.14814814814814814,0.18867924528301888
SuperJesus88,11.0,14.0,21.0,20.0,25.0,41.0,0.5238095238095238,0.7,0.6097560975609756
SuperPower2011,29.0,28.0,47.0,51.0,57.0,98.0,0.6170212765957447,0.5490196078431373,0.5816326530612245
Super_Sharky1,4.0,3.0,5.0,6.0,7.0,11.0,0.8,0.5,0.6363636363636364
Superfelix,8.0,5.0,19.0,17.0,13.0,36.0,0.42105263157894735,0.29411764705882354,0.3611111111111111
Supergiuly,16.0,15.0,55.0,59.0,31.0,114.0,0.2909090909090909,0.2542372881355932,0.2719298245614035
SupremeShadowDragon,9.0,6.0,11.0,10.0,15.0,21.0,0.8181818181818182,0.6,0.7142857142857143
SupremeTactician,14.0,6.0,25.0,26.0,20.0,51.0,0.56,0.23076923076923078,0.39215686274509803
Susal_De_Silva,33.0,26.0,57.0,56.0,59.0,113.0,0.5789473684210527,0.4642857142857143,0.5221238938053098
Susik_Gaboyan,1.0,1.0,2.0,3.0,2.0,5.0,0.5,0.3333333333333333,0.4
Suvradeepta_Das,6.0,5.0,26.0,21.0,11.0,47.0,0.23076923076923078,0.23809523809523808,0.23404255319148937
Suz-Arte,6.0,4.0,25.0,21.0,10.0,46.0,0.24,0.19047619047619047,0.21739130434782608
Svandik49,4.0,8.0,10.0,14.0,12.0,24.0,0.4,0.5714285714285714,0.5
Sven_Tica,1.0,3.0,4.0,4.0,4.0,8.0,0.25,0.75,0.5
Svet_1502,2.0,3.0,8.0,9.0,5.0,17.0,0.25,0.3333333333333333,0.29411764705882354
Swarnapuri,4.0,2.0,6.0,5.0,6.0,11.0,0.6666666666666666,0.4,0.5454545454545454
Swiezen,2.0,2.0,3.0,2.0,4.0,5.0,0.6666666666666666,1.0,0.8
Switzerlamb,3.0,5.0,10.0,10.0,8.0,20.0,0.3,0.5,0.4
SwordBilledHummingbird,3.0,9.0,24.0,22.0,12.0,46.0,0.125,0.4090909090909091,0.2608695652173913
SwordOfTinabi,3.0,1.0,3.0,3.0,4.0,6.0,1.0,0.3333333333333333,0.6666666666666666
Sychev_Klementy,30.0,27.0,49.0,45.0,57.0,94.0,0.6122448979591837,0.6,0.6063829787234043
Sychev_on_YouTube,45.0,32.0,63.0,59.0,77.0,122.0,0.7142857142857143,0.5423728813559322,0.6311475409836066
Synctel,8.0,6.0,31.0,26.0,14.0,57.0,0.25806451612903225,0.23076923076923078,0.24561403508771928
SyrBatman,35.0,24.0,55.0,52.0,59.0,107.0,0.6363636363636364,0.46153846153846156,0.5514018691588785
SzMM19,2.0,3.0,3.0,5.0,5.0,8.0,0.6666666666666666,0.6,0.625
Szachulec75,28.0,34.0,112.0,109.0,62.0,221.0,0.25,0.3119266055045872,0.28054298642533937
Szczor,4.0,1.0,7.0,9.0,5.0,16.0,0.5714285714285714,0.1111111111111111,0.3125
Szparu,252.0,223.0,375.0,373.0,475.0,748.0,0.672,0.5978552278820375,0.6350267379679144
TACHYONIC77,2.0,5.0,6.0,7.0,7.0,13.0,0.3333333333333333,0.7142857142857143,0.5384615384615384
TAV_2009,11.0,9.0,22.0,20.0,20.0,42.0,0.5,0.45,0.47619047619047616
TBergh98,2.0,0.0,4.0,5.0,2.0,9.0,0.5,0.0,0.2222222222222222
TC2304,14.0,13.0,38.0,33.0,27.0,71.0,0.3684210526315789,0.3939393939393939,0.38028169014084506
TEREZANA,3.0,0.0,6.0,5.0,3.0,11.0,0.5,0.0,0.2727272727272727
TERMINATOR_PC,44.0,42.0,84.0,78.0,86.0,162.0,0.5238095238095238,0.5384615384615384,0.5308641975308642
TGRoyalChess,17.0,18.0,34.0,39.0,35.0,73.0,0.5,0.46153846153846156,0.4794520547945205
THE_TITAN_15,23.0,21.0,41.0,39.0,44.0,80.0,0.5609756097560976,0.5384615384615384,0.55
TOCANTINS_TO,8.0,7.0,35.0,37.0,15.0,72.0,0.22857142857142856,0.1891891891891892,0.20833333333333334
TRadjabov,14.0,13.0,18.0,17.0,27.0,35.0,0.7777777777777778,0.7647058823529411,0.7714285714285715
TV27,5.0,9.0,23.0,24.0,14.0,47.0,0.21739130434782608,0.375,0.2978723404255319
TacticalSam94,7.0,6.0,15.0,15.0,13.0,30.0,0.4666666666666667,0.4,0.43333333333333335
